image,A,B,C,D,E,F,K,L,M,N,O,P
021002_004.png,0.15654709935188293,0.1526409238576889,0.12393844127655029,0.1692200005054474,0.12327947467565536,0.1684596687555313,0.1213107630610466,0.14917510747909546,0.16757722198963165,0.15544912219047546,0.16255134344100952,0.1499464213848114
